Customer_ID,Credit_Utilization_Ratio,Debt_to_Income_Ratio,Loan_Purpose,Default_Status
CUST_04485,0.29,0.24,Auto,No
CUST_04486,0.77,0.87,Auto,No
CUST_04487,0.12,0.18,Personal,Yes
CUST_04488,0.42,1.69,Education,No
CUST_04489,0.8,0.5,Home,No
CUST_04490,0.61,0.72,Auto,Yes
CUST_04491,0.34,1.75,Personal,No
CUST_04492,0.73,1.52,Home,No
CUST_04493,0.61,0.52,Education,No
CUST_04494,0.82,0.24,Personal,No
CUST_04495,0.76,1.46,Auto,No
CUST_04496,0.65,0.84,Home,No
CUST_04497,0.54,1.56,Home,No
CUST_04498,0.22,0.95,Auto,No
CUST_04499,0.34,0.76,Home,No
CUST_04500,,0.96,Auto,Yes
CUST_04501,0.64,1.52,Personal,No
CUST_04502,0.56,1.81,Business,No
CUST_04503,0.36,0.19,Education,No
CUST_04504,0.11,1.1,,No
CUST_04505,0.55,0.16,Education,Yes
CUST_04506,0.36,0.99,Education,No
CUST_04507,0.76,,Auto,No
CUST_04508,0.12,0.79,Business,No
CUST_04509,0.63,1.87,Education,No
CUST_04510,0.95,1.3,Education,Yes
CUST_04511,0.26,1.87,Personal,No
CUST_04512,0.52,1.54,Business,No
CUST_04513,0.18,0.3,Business,Yes
CUST_04514,0.66,0.54,Education,No
CUST_04515,0.6,0.85,Business,No
CUST_04516,0.47,0.42,Personal,No
CUST_04517,0.57,1.04,,Yes
CUST_04518,0.91,1,,Yes
CUST_04519,0.28,1.92,Home,No
CUST_04520,0.12,0.92,Education,No
CUST_04521,0.88,1.59,Education,Yes
CUST_04522,0.62,1.89,Auto,Yes
CUST_04523,0.9,,Home,No
CUST_04524,0.64,0.5,Home,No
CUST_04525,0.83,1.04,Home,No
CUST_04526,0.49,0.76,Auto,No
CUST_04527,0.77,0.86,Business,No
CUST_04528,0.92,0.79,Home,Yes
CUST_04529,0.61,1.67,Business,No
CUST_04530,0.26,0.96,Personal,No
CUST_04531,0.34,1.1,Auto,No
CUST_04532,0.28,1.97,Business,Yes
CUST_04533,0.32,0.21,Home,No
CUST_04534,0.38,1.03,Home,No
CUST_04535,0.6,1.57,Business,No
CUST_04536,0.63,0.39,Business,No
CUST_04537,0.48,1.26,Personal,No
CUST_04538,0.65,0.55,Auto,Yes
CUST_04539,0.17,1.75,Education,No
CUST_04540,0.18,0.72,Personal,No
CUST_04541,0.25,0.73,Personal,Yes
CUST_04542,0.57,1.24,Personal,No
CUST_04543,0.29,0.45,Home,No
CUST_04544,0.35,0.64,Business,No
CUST_04545,,,Auto,No
CUST_04546,0.83,0.77,Home,No
CUST_04547,0.11,1.1,Personal,No
CUST_04548,0.68,1.24,Auto,No
CUST_04549,0.7,1.18,Home,Yes
CUST_04550,0.82,1.34,Education,No
CUST_04551,0.94,0.68,Personal,No
CUST_04552,0.12,0.34,Home,No
CUST_04553,0.24,1.55,Home,No
CUST_04554,0.9,1.72,Personal,No
CUST_04555,0.51,0.59,Education,No
CUST_04556,0.61,0.87,Business,Yes
CUST_04557,0.7,,Education,No
CUST_04558,0.71,1.11,Personal,No
CUST_04559,,1.35,Business,Yes
CUST_04560,1,0.18,Home,No
CUST_04561,0.75,1.47,Education,No
CUST_04562,0.36,0.22,Education,No
CUST_04563,0.89,0.99,Business,No
CUST_04564,0.14,1.67,Home,No
CUST_04565,0.31,0.96,Education,No
CUST_04566,0.91,0.38,Business,No
CUST_04567,0.33,1.97,Education,Yes
CUST_04568,0.3,1.79,Home,No
CUST_04569,0.22,,Home,No
CUST_04570,0.87,0.88,Auto,No
CUST_04571,0.55,0.45,Business,Yes
CUST_04572,0.71,1.89,Personal,No
CUST_04573,0.32,1.11,Education,No
CUST_04574,0.78,1.72,,No
CUST_04575,0.78,,Education,Yes
CUST_04576,0.38,0.74,Education,No
CUST_04577,0.47,,Personal,No
CUST_04578,0.29,1.09,Home,Yes
CUST_04579,0.98,0.37,Auto,No
CUST_04580,0.68,0.52,,No
CUST_04581,0.94,1.02,Education,No
CUST_04582,0.37,0.18,Personal,No
CUST_04583,0.8,0.98,Personal,No
CUST_04584,0.79,0.9,Business,No
CUST_04585,0.72,1.58,Business,No
CUST_04586,0.97,0.77,Home,No
CUST_04587,0.45,1.97,Education,Yes
CUST_04588,,0.44,Education,No
CUST_04589,0.7,1.22,Business,No
CUST_04590,0.76,0.27,Auto,No
CUST_04591,0.62,,Education,No
CUST_04592,0.29,1.99,Personal,No
CUST_04593,0.55,1.66,,Yes
CUST_04594,0.38,1.16,Education,No
CUST_04595,0.48,1.02,Home,Yes
CUST_04596,,1.69,Business,Yes
CUST_04597,0.77,1.88,Personal,No
CUST_04598,0.31,1.98,Home,No
CUST_04599,0.46,0.85,Business,No
CUST_04600,0.34,1.98,Business,No
CUST_04601,0.28,0.4,Education,No
CUST_04602,0.81,0.58,Home,No
CUST_04603,0.92,0.27,Business,No
CUST_04604,0.43,0.62,Personal,No
CUST_04605,0.78,,Home,Yes
CUST_04606,0.91,1.72,Education,No
CUST_04607,0.86,1.58,Auto,No
CUST_04608,0.26,1.3,Business,Yes
CUST_04609,0.96,1.08,,No
CUST_04610,0.44,1.45,Business,No
CUST_04611,0.41,0.84,Education,No
CUST_04612,0.16,,Education,Yes
CUST_04613,0.54,1.39,Education,No
CUST_04614,0.2,7.572563618,Education,Yes
CUST_04615,0.32,1.12,Home,No
CUST_04616,0.39,1.78,Home,No
CUST_04617,0.83,0.58,,Yes
CUST_04618,0.89,0.82,Home,No
CUST_04619,0.37,1.58,Business,No
CUST_04620,0.87,1.04,Home,No
CUST_04621,0.87,1.79,Home,Yes
CUST_04622,0.79,0.76,Home,No
CUST_04623,0.23,0.8,Personal,No
CUST_04624,0.72,1.79,Education,Yes
CUST_04625,0.95,0.98,Personal,No
CUST_04626,0.71,1.08,Home,No
CUST_04627,0.4,0.73,Home,Yes
CUST_04628,,0.63,Personal,No
CUST_04629,0.68,1.35,Business,No
CUST_04630,0.56,0.33,Education,No
CUST_04631,0.21,,Business,No
CUST_04632,0.38,1.58,Education,No
CUST_04633,0.82,0.46,Auto,No
CUST_04634,,1.42,Education,No
CUST_04635,0.22,1.25,Business,No
CUST_04636,,0.45,Education,No
CUST_04637,0.4,0.62,Auto,Yes
CUST_04638,0.7,0.88,Auto,Yes
CUST_04639,0.78,1.43,Home,No
CUST_04640,0.83,1.31,Auto,No
CUST_04641,0.95,1.11,Personal,No
CUST_04642,,1.56,Business,No
CUST_04643,0.87,1.54,Personal,Yes
CUST_04644,0.22,1.27,Personal,No
CUST_04645,0.73,1.6,Business,No
CUST_04646,0.77,0.74,Personal,No
CUST_04647,0.71,1.77,Personal,No
CUST_04648,0.33,1.27,Personal,Yes
CUST_04649,0.89,1.66,Auto,No
CUST_04650,0.25,1.14,Business,No
CUST_04651,0.15,0.52,Business,No
CUST_04652,0.75,1.13,Business,No
CUST_04653,0.53,0.81,Personal,No
CUST_04654,0.86,1.43,Auto,No
CUST_04655,0.45,1,Business,No
CUST_04656,0.25,1.69,Education,No
CUST_04657,0.85,1.39,Business,No
CUST_04658,0.59,1.4,Home,No
CUST_04659,0.27,0.51,Education,No
CUST_04660,0.75,1.97,Business,No
CUST_04661,0.56,1.7,Personal,No
CUST_04662,0.64,1.6,Business,No
CUST_04663,0.51,0.73,Auto,No
CUST_04664,0.85,1.12,Auto,No
CUST_04665,0.85,0.36,Business,Yes
CUST_04666,0.74,1.12,Personal,Yes
CUST_04667,0.19,0.38,,No
CUST_04668,0.85,1.15,Personal,No
CUST_04669,0.7,1.33,Business,No
CUST_04670,0.73,0.84,Business,No
CUST_04671,0.43,3.126114588,Home,Yes
CUST_04672,0.89,1.76,Auto,No
CUST_04673,0.75,0.31,Education,No
CUST_04674,0.2,1.6,Education,No
CUST_04675,0.47,0.42,Auto,No
CUST_04676,0.9,0.17,Home,No
CUST_04677,0.14,0.45,Auto,Yes
CUST_04678,0.97,1.55,Home,Yes
CUST_04679,0.71,0.87,Home,No
CUST_04680,0.67,1.76,Personal,No
CUST_04681,,1.1,Auto,No
CUST_04682,0.32,0.14,Education,Yes
CUST_04683,0.95,1.46,Business,No
CUST_04684,0.37,0.31,Business,No
CUST_04685,0.8,1.6,Auto,No
CUST_04686,0.45,0.42,Business,No
CUST_04687,0.23,0.76,Home,Yes
CUST_04688,0.11,1.55,Business,No
CUST_04689,0.59,1.91,Home,No
CUST_04690,0.98,0.81,Home,No
CUST_04691,0.43,1.68,Education,No
CUST_04692,0.42,,Business,No
CUST_04693,0.41,1.63,Education,Yes
CUST_04694,0.57,,Business,No
CUST_04695,0.5,0.47,,No
CUST_04696,0.89,,Business,No
CUST_04697,0.55,0.35,Education,No
CUST_04698,0.56,0.83,Personal,No
CUST_04699,0.22,0.49,Education,Yes
CUST_04700,0.98,1.32,Personal,No
CUST_04701,0.32,1.99,Auto,No
CUST_04702,0.17,0.12,Education,Yes
CUST_04703,0.7,1.13,Business,No
CUST_04704,0.64,1.19,Personal,No
CUST_04705,0.47,1.84,Business,No
CUST_04706,0.48,1.06,Personal,No
CUST_04707,0.81,1.13,Education,No
CUST_04708,0.28,1,Education,Yes
CUST_04709,0.84,0.61,Business,No
CUST_04710,0.68,0.21,Education,No
CUST_04711,0.48,0.88,Business,No
CUST_04712,0.51,0.2,,No
CUST_04713,0.33,1.15,Personal,No
CUST_04714,0.78,0.68,Business,No
CUST_04715,0.56,1.11,Personal,No
CUST_04716,0.39,0.36,Home,Yes
CUST_04717,0.64,1.87,Personal,No
CUST_04718,1,1.8,Business,No
CUST_04719,0.49,0.46,Education,No
CUST_04720,0.93,0.75,Personal,No
CUST_04721,0.41,1.27,Personal,No
CUST_04722,0.15,0.28,Home,No
CUST_04723,0.28,0.77,Auto,No
CUST_04724,0.48,0.58,Education,No
CUST_04725,0.3,1.84,Business,No
CUST_04726,,1.72,Home,No
CUST_04727,,1.2,Business,Yes
CUST_04728,0.86,1.09,Business,No
CUST_04729,0.77,,Personal,Yes
CUST_04730,0.25,1.87,Home,Yes
CUST_04731,0.21,1.94,Home,No
CUST_04732,0.16,0.34,,No
CUST_04733,0.75,0.41,Auto,No
CUST_04734,0.94,,Business,No
CUST_04735,0.49,1.13,Education,No
CUST_04736,,0.14,Education,No
CUST_04737,0.56,0.22,Business,No
CUST_04738,0.41,1.79,Personal,No
CUST_04739,0.44,1.75,Personal,No
CUST_04740,0.66,0.78,Business,No
CUST_04741,0.75,1.79,Home,No
CUST_04742,0.2,1.23,Auto,No
CUST_04743,0.13,1.63,Personal,Yes
CUST_04744,0.99,0.91,Auto,No
CUST_04745,0.31,0.32,Education,Yes
CUST_04746,0.15,0.92,Education,No
CUST_04747,0.27,0.97,Business,No
CUST_04748,0.14,1.15,Business,Yes
CUST_04749,0.45,0.3,Business,No
CUST_04750,0.82,1.98,Personal,No
CUST_04751,0.41,0.56,Auto,Yes
CUST_04752,0.5,0.48,Education,No
CUST_04753,0.71,1.1,Auto,No
CUST_04754,0.56,1.12,Personal,No
CUST_04755,0.88,0.94,Auto,No
CUST_04756,0.88,1.57,Auto,No
CUST_04757,0.11,1.08,Business,Yes
CUST_04758,0.8,1.26,Auto,No
CUST_04759,0.51,8.70877678,Auto,Yes
CUST_04760,0.99,0.15,Auto,No
CUST_04761,0.53,1.18,Home,No
CUST_04762,,1.78,Education,No
CUST_04763,,0.13,Education,No
CUST_04764,0.32,0.87,Auto,No
CUST_04765,0.58,1.86,Business,No
CUST_04766,0.99,0.77,Business,No
CUST_04767,0.87,0.97,Business,No
CUST_04768,0.19,1.96,Education,No
CUST_04769,0.74,0.48,Personal,No
CUST_04770,0.41,0.22,Auto,No
CUST_04771,0.11,1.73,Education,No
CUST_04772,,1.75,Business,Yes
CUST_04773,0.31,1,,Yes
CUST_04774,0.84,1.08,Education,Yes
CUST_04775,0.4,1.69,Education,No
CUST_04776,0.84,1.5,Business,No
CUST_04777,0.1,0.6,Personal,No
CUST_04778,0.38,0.13,Home,No
CUST_04779,0.32,1.01,Auto,Yes
CUST_04780,0.31,1.73,Auto,No
CUST_04781,0.16,1.8,Education,No
CUST_04782,0.27,1.92,Personal,No
CUST_04783,0.6,1.77,Business,No
CUST_04784,0.36,1.2,Home,Yes
CUST_04785,0.48,0.94,Home,Yes
CUST_04786,0.44,1.57,Education,No
CUST_04787,0.89,1.51,Education,No
CUST_04788,0.91,1.12,Business,No
CUST_04789,0.54,0.27,Business,No
CUST_04790,0.4,1.86,Business,Yes
CUST_04791,0.2,0.97,Education,No
CUST_04792,0.96,0.79,Personal,No
CUST_04793,0.15,1.3,Education,No
CUST_04794,0.37,1.38,Education,No
CUST_04795,0.37,,Home,No
CUST_04796,0.39,1.69,Business,No
CUST_04797,0.25,,Auto,No
CUST_04798,4.429754542,0.45,Business,No
CUST_04799,0.21,0.87,Personal,No
CUST_04800,0.67,1.49,Personal,Yes
CUST_04801,0.21,1.93,Business,Yes
CUST_04802,0.16,1.64,Business,No
CUST_04803,0.92,1.89,Education,No
CUST_04804,0.27,0.37,Auto,No
CUST_04805,0.84,0.24,Education,No
CUST_04806,0.59,1.16,Home,No
CUST_04807,0.17,0.65,Home,Yes
CUST_04808,,1.67,Personal,No
CUST_04809,0.32,,Personal,No
CUST_04810,0.87,1.94,Auto,No
CUST_04811,0.25,0.58,Personal,No
CUST_04812,0.87,1.02,Home,No
CUST_04813,0.11,1.05,Auto,No
CUST_04814,0.56,,Home,No
CUST_04815,0.79,6.870465561,Business,No
CUST_04816,0.94,0.94,Business,No
CUST_04817,0.92,0.95,Auto,No
CUST_04818,0.84,0.79,Education,No
CUST_04819,0.9,0.13,Personal,No
CUST_04820,0.28,1.09,Auto,No
CUST_04821,0.36,0.74,Personal,No
CUST_04822,0.36,0.1,Home,Yes
CUST_04823,0.44,0.69,Education,Yes
CUST_04824,0.45,0.63,Personal,No
CUST_04825,0.59,0.85,Business,Yes
CUST_04826,0.24,0.35,Business,No
CUST_04827,0.72,1.06,Home,No
CUST_04828,0.25,1.42,Auto,Yes
CUST_04829,0.38,1.3,Personal,No
CUST_04830,0.55,1.63,Home,Yes
CUST_04831,0.82,0.96,Business,Yes
CUST_04832,0.77,1.09,Business,Yes
CUST_04833,0.68,1.64,Business,No
CUST_04834,0.24,0.91,Education,No
CUST_04835,0.59,1.43,Education,No
CUST_04836,0.18,0.93,Business,No
CUST_04837,0.44,0.89,Auto,Yes
CUST_04838,0.47,1.54,Education,No
CUST_04839,0.14,0.43,Personal,No
CUST_04840,0.35,0.74,Education,No
CUST_04841,0.96,0.53,Personal,No
CUST_04842,0.96,0.78,Education,No
CUST_04843,0.42,0.54,Business,No
CUST_04844,0.14,1.2,Personal,Yes
CUST_04845,0.26,,Auto,No
CUST_04846,0.45,1.59,Education,Yes
CUST_04847,0.95,0.79,Education,No
CUST_04848,0.23,1.98,Business,Yes
CUST_04849,0.79,1.23,Personal,No
CUST_04850,0.2,0.86,Business,No
CUST_04851,0.98,1.69,Personal,No
CUST_04852,0.44,,Education,Yes
CUST_04853,0.8,,Education,No
CUST_04854,0.41,0.47,Education,No
CUST_04855,0.66,0.99,Education,No
CUST_04856,0.27,1.74,Home,Yes
CUST_04857,0.23,1.06,Education,No
CUST_04858,0.94,1.4,Education,No
CUST_04859,0.93,1.22,Personal,No
CUST_04860,0.9,,Education,No
CUST_04861,0.66,0.64,Education,No
CUST_04862,0.83,1.19,Personal,No
CUST_04863,0.16,0.33,Education,No
CUST_04864,0.4,1.41,Education,No
CUST_04865,0.38,1.49,Business,Yes
CUST_04866,0.67,0.18,Home,Yes
CUST_04867,0.42,1.38,Personal,No
CUST_04868,0.23,0.89,Business,Yes
CUST_04869,0.64,0.34,,No
CUST_04870,,0.9,Auto,No
CUST_04871,,0.47,Home,Yes
CUST_04872,0.22,0.89,Auto,No
CUST_04873,0.28,0.83,Home,No
CUST_04874,0.31,1.5,Auto,No
CUST_04875,0.37,1.57,Auto,Yes
CUST_04876,0.68,1.25,Business,Yes
CUST_04877,0.64,0.14,Auto,Yes
CUST_04878,0.73,1.87,Home,No
CUST_04879,0.43,,Education,No
CUST_04880,0.84,0.16,Education,No
CUST_04881,0.28,1.66,Education,No
CUST_04882,0.52,0.48,Home,No
CUST_04883,0.82,1.2,Home,No
CUST_04884,0.26,0.99,Education,No
CUST_04885,0.2,0.9,Auto,No
CUST_04886,0.9,1.79,Education,No
CUST_04887,,0.93,Personal,No
CUST_04888,0.72,0.24,Home,No
CUST_04889,0.12,,Personal,No
CUST_04890,0.72,1.85,Personal,No
CUST_04891,0.38,1.4,Home,No
CUST_04892,0.15,0.99,Education,Yes
CUST_04893,0.65,0.28,Business,No
CUST_04894,0.32,1.6,Personal,No
CUST_04895,0.45,0.24,Education,No
CUST_04896,0.17,9.981007505,Business,No
CUST_04897,0.23,1.12,Personal,Yes
CUST_04898,0.37,0.4,Education,No
CUST_04899,0.18,0.11,Personal,No
CUST_04900,0.92,0.9,Education,No
CUST_04901,0.11,0.36,Auto,Yes
CUST_04902,0.54,0.4,Auto,Yes
CUST_04903,0.21,0.25,Home,No
CUST_04904,0.38,0.49,Business,No
CUST_04905,0.93,1.46,Personal,Yes
CUST_04906,0.25,1.64,Personal,No
CUST_04907,0.97,0.96,Education,Yes
CUST_04908,0.29,,Business,No
CUST_04909,0.77,0.16,Personal,No
CUST_04910,,0.23,Business,No
CUST_04911,0.9,0.59,Business,No
CUST_04912,0.6,1.13,Auto,Yes
CUST_04913,0.58,1.51,Personal,No
CUST_04914,0.28,1.25,Personal,Yes
CUST_04915,0.25,0.85,Home,No
CUST_04916,0.92,0.32,Business,Yes
CUST_04917,0.4,1.58,Education,No
CUST_04918,0.43,0.79,Auto,No
CUST_04919,0.78,1.5,Home,No
CUST_04920,0.4,1.07,Auto,No
CUST_04921,0.96,1.5,Education,No
CUST_04922,0.76,1.82,Home,Yes
CUST_04923,0.64,1.85,Auto,Yes
CUST_04924,0.89,1.12,Education,No
CUST_04925,0.14,1.07,Home,No
CUST_04926,0.33,0.6,Education,Yes
CUST_04927,0.52,1.88,Home,No
CUST_04928,0.3,0.97,Personal,No
CUST_04929,0.77,,Personal,No
CUST_04930,0.93,0.92,Auto,Yes
CUST_04931,0.48,0.34,Business,No
CUST_04932,0.41,1.05,Business,No
CUST_04933,0.97,1.17,Education,No
CUST_04934,0.5,0.74,Home,No
CUST_04935,0.54,0.24,Personal,No
CUST_04936,0.42,1.89,Business,Yes
CUST_04937,0.92,1.57,,No
CUST_04938,0.61,1.69,Education,No
CUST_04939,0.79,0.8,Education,No
CUST_04940,0.83,1.55,Home,No
CUST_04941,0.41,1.02,Business,No
CUST_04942,0.49,0.48,,No
CUST_04943,0.86,0.34,Education,No
CUST_04944,0.43,0.76,Personal,No
CUST_04945,0.81,0.36,Auto,No
CUST_04946,0.95,2,Business,No
CUST_04947,0.66,0.19,Home,No
CUST_04948,0.77,0.94,Home,No
CUST_04949,0.82,0.96,,No
CUST_04950,0.86,0.67,Home,No
CUST_04951,0.46,1.19,Education,No
CUST_04952,0.15,0.38,Business,No
CUST_04953,0.46,,Home,No
CUST_04954,0.71,0.73,Business,No
CUST_04955,,1.22,Home,No
CUST_04956,0.77,1.46,Auto,No
CUST_04957,0.42,1.79,Auto,No
CUST_04958,0.67,1.69,Business,No
CUST_04959,0.27,1.26,Auto,No
CUST_04960,0.77,0.84,Auto,No
CUST_04961,0.59,1.06,Education,No
CUST_04962,0.28,1.56,Home,No
CUST_04963,0.36,1.77,Auto,No
CUST_04964,0.77,0.3,Business,No
CUST_04965,0.53,0.83,Education,No
CUST_04966,0.29,1.57,,No
CUST_04967,0.97,4.539794598,Business,No
CUST_04968,0.74,0.73,Home,No
CUST_04969,0.96,0.88,Auto,No
CUST_04970,0.48,1.25,Business,No
CUST_04971,0.53,2,Business,No
CUST_04972,0.91,1.04,Personal,No
CUST_04973,0.57,0.5,Business,No
CUST_04974,0.74,0.41,Personal,No
CUST_04975,0.33,0.18,Home,No
CUST_04976,0.5,1.16,Home,No
CUST_04977,0.21,1.13,Education,No
CUST_04978,0.29,0.49,,No
CUST_04979,0.1,1.42,Business,No
CUST_04980,0.14,1.51,Education,No
CUST_04981,0.98,0.59,Education,No
CUST_04982,0.32,0.75,Home,Yes
CUST_04983,0.7,1.98,Business,No
CUST_04984,0.86,0.81,Personal,No
CUST_04985,0.6,1.55,Home,No
CUST_04986,0.24,0.96,Education,No
CUST_04987,0.76,1.61,,No
CUST_04988,3.696194524,1.56,Education,No
CUST_04989,0.76,,Auto,No
CUST_04990,0.79,1.72,Home,No
CUST_04991,0.98,1.88,Personal,Yes
CUST_04992,0.62,1.2,Business,No
CUST_04993,0.41,0.55,Auto,No
CUST_04994,0.68,0.86,Business,No
CUST_04995,0.16,1.54,Home,Yes
CUST_04996,0.91,1.34,Home,No
CUST_04997,,0.44,Home,No
CUST_04998,0.4,0.2,Personal,Yes
CUST_04999,0.83,1.4,Auto,No
CUST_05000,0.64,0.58,Business,No
CUST_05001,0.45,1.05,Education,No
CUST_05002,0.53,1.52,,Yes
CUST_05003,0.87,1.17,Business,No
CUST_05004,0.41,0.26,Business,No
CUST_05005,0.88,0.45,Personal,No
CUST_05006,0.18,0.52,,No
CUST_05007,0.8,0.59,Personal,No
CUST_05008,0.86,1.17,Personal,No
CUST_05009,0.26,1.06,Business,No
CUST_05010,0.49,0.49,Auto,No
CUST_05011,0.25,0.23,Auto,No
CUST_05012,0.74,0.43,Auto,No
CUST_05013,0.58,1.97,Home,No
CUST_05014,0.67,0.99,,No
CUST_05015,0.28,1.75,Business,No
CUST_05016,0.29,1.71,Home,No
CUST_05017,0.14,1.07,Education,No
CUST_05018,0.39,1.44,Personal,No
CUST_05019,0.6,0.47,,No
CUST_05020,0.87,1.41,Education,No
CUST_05021,0.7,0.62,Auto,No
CUST_05022,0.49,1.68,,No
CUST_05023,0.96,0.26,Business,Yes
CUST_05024,0.75,1.57,Business,No
CUST_05025,0.94,0.29,Personal,No
CUST_05026,0.57,1.77,Education,No
CUST_05027,0.33,0.68,Home,No
CUST_05028,0.15,1.34,,No
CUST_05029,0.75,,,No
CUST_05030,0.21,0.8,Personal,Yes
CUST_05031,0.37,1.33,Personal,No
CUST_05032,0.58,1.9,Home,No
CUST_05033,0.61,0.18,Education,No
CUST_05034,0.64,1.85,Personal,No
CUST_05035,0.25,1.26,Business,Yes
CUST_05036,0.44,1.63,Business,No
CUST_05037,0.66,0.83,Personal,No
CUST_05038,0.97,1,Education,No
CUST_05039,0.75,1.75,Business,No
CUST_05040,0.93,,Education,No
CUST_05041,0.79,1.12,,No
CUST_05042,0.63,0.14,Auto,No
CUST_05043,0.27,0.4,Home,Yes
CUST_05044,0.7,1.32,Auto,No
CUST_05045,,1.46,Business,No
CUST_05046,0.64,1.21,Auto,Yes
CUST_05047,0.54,0.37,Auto,No
CUST_05048,0.58,0.95,Personal,No
CUST_05049,0.4,0.77,Auto,Yes
CUST_05050,0.57,1.04,Personal,Yes
CUST_05051,0.28,,,No
CUST_05052,0.82,1.57,Personal,Yes
CUST_05053,0.27,0.26,Business,Yes
CUST_05054,0.18,1.79,Business,No
CUST_05055,0.49,1,Auto,Yes
CUST_05056,0.69,1.51,,No
CUST_05057,0.49,0.37,Business,Yes
CUST_05058,0.35,1.37,Home,No
CUST_05059,0.6,0.55,Home,No
CUST_05060,0.41,0.93,Personal,Yes
CUST_05061,0.94,0.13,Education,No
CUST_05062,0.93,0.39,Personal,Yes
CUST_05063,0.55,0.27,Auto,No
CUST_05064,0.4,0.56,Business,No
CUST_05065,0.76,0.29,Education,Yes
CUST_05066,0.13,1.41,Personal,No
CUST_05067,0.53,0.16,Personal,No
CUST_05068,0.4,1.27,Home,No
CUST_05069,0.93,0.37,Auto,No
CUST_05070,0.11,1.9,Personal,No
CUST_05071,0.6,1.87,Home,No
CUST_05072,0.77,,Education,No
CUST_05073,0.54,1.27,Personal,No
CUST_05074,0.18,0.15,,No
CUST_05075,0.98,1.87,Auto,No
CUST_05076,0.57,1.09,Business,No
CUST_05077,0.65,0.18,Education,No
CUST_05078,0.31,0.75,Personal,Yes
CUST_05079,0.54,0.25,Home,Yes
CUST_05080,0.49,0.85,Personal,No
CUST_05081,0.17,1.37,Business,No
CUST_05082,0.2,0.99,Personal,No
CUST_05083,0.85,0.83,Personal,No
CUST_05084,0.32,0.33,Home,No
CUST_05085,0.28,0.57,Business,No
CUST_05086,0.55,0.29,Education,No
CUST_05087,0.79,,Home,No
CUST_05088,0.16,0.36,Business,No
CUST_05089,0.62,1.23,Business,No
CUST_05090,0.21,0.75,Personal,No
CUST_05091,0.13,,Auto,No
CUST_05092,0.15,1.31,Auto,No
CUST_05093,0.85,0.97,Education,No
CUST_05094,0.21,0.86,Personal,No
CUST_05095,0.14,1.23,Auto,Yes
CUST_05096,0.49,1.03,Home,No
CUST_05097,0.86,0.68,Education,No
CUST_05098,0.34,1.16,,No
CUST_05099,0.48,1.37,Home,Yes
CUST_05100,0.14,0.15,,No
CUST_05101,0.5,0.99,Auto,No
CUST_05102,0.62,0.21,Auto,Yes
CUST_05103,0.61,0.45,Auto,No
CUST_05104,0.4,1.16,Business,No
CUST_05105,0.38,1.75,Education,No
CUST_05106,0.2,1.78,Education,Yes
CUST_05107,0.43,0.23,Auto,No
CUST_05108,0.19,0.9,Education,No
CUST_05109,0.79,1.21,Home,No
CUST_05110,0.97,0.38,Home,No
CUST_05111,0.97,1.55,Education,No
CUST_05112,0.88,1.51,Auto,Yes
CUST_05113,0.64,1.82,Personal,Yes
CUST_05114,0.73,0.12,Auto,No
CUST_05115,0.36,0.51,Business,No
CUST_05116,0.67,1.67,Personal,Yes
CUST_05117,0.51,1.37,Business,No
CUST_05118,0.53,1.8,Education,No
CUST_05119,0.78,0.21,Business,No
CUST_05120,0.35,1.23,Education,No
CUST_05121,0.39,1.18,Business,No
CUST_05122,0.93,0.17,Personal,Yes
CUST_05123,0.15,1.08,Business,No
CUST_05124,0.54,1.26,Auto,Yes
CUST_05125,0.92,0.46,Education,No
CUST_05126,0.65,0.62,Home,No
CUST_05127,0.59,1.32,Business,No
CUST_05128,0.32,0.99,Education,No
CUST_05129,0.41,1.73,Home,No
CUST_05130,0.87,0.75,Education,Yes
CUST_05131,0.6,,Education,No
CUST_05132,0.56,1.97,Home,No
CUST_05133,0.19,1.83,Home,No
CUST_05134,0.11,0.16,,No
CUST_05135,0.97,1.56,Business,No
CUST_05136,0.44,0.31,Business,No
CUST_05137,0.64,0.15,Education,No
CUST_05138,0.17,0.62,Auto,No
CUST_05139,0.71,0.61,Auto,Yes
CUST_05140,0.94,1.66,Education,Yes
CUST_05141,0.62,1.45,Personal,No
CUST_05142,0.21,1.97,Home,Yes
CUST_05143,0.62,1.45,Education,No
CUST_05144,0.79,0.89,Business,No
CUST_05145,0.47,1.43,Auto,No
CUST_05146,0.89,2,Auto,No
CUST_05147,0.68,1.45,Auto,No
CUST_05148,0.91,1.55,Personal,No
CUST_05149,0.66,1.88,Business,No
CUST_05150,0.22,0.32,Personal,No
CUST_05151,0.38,1.44,Home,Yes
CUST_05152,0.28,1.72,,No
CUST_05153,0.92,1.91,Education,No
CUST_05154,2.764897591,0.5,Auto,No
CUST_05155,0.71,1.06,Auto,No
CUST_05156,0.37,1.39,Home,No
CUST_05157,0.27,0.57,Personal,No
CUST_05158,0.78,1.24,Business,No
CUST_05159,0.53,0.59,,No
CUST_05160,0.3,0.73,Education,No
CUST_05161,0.65,0.94,Education,No
CUST_05162,0.14,1.11,Personal,No
CUST_05163,0.39,0.95,Home,No
CUST_05164,0.52,1.04,Business,Yes
CUST_05165,0.23,0.67,Home,No
CUST_05166,0.99,0.4,Home,No
CUST_05167,0.29,0.19,Personal,No
CUST_05168,0.22,0.47,Business,No
CUST_05169,0.28,1.21,Education,No
