Customer_ID,Credit_Utilization_Ratio,Debt_to_Income_Ratio,Loan_Purpose,Default_Status,Payment_History,Employment_Status,Income_Details,Previous_Loans,Loan_Amount,Term_Length(months),Demographic_Data,Age
CUST_04393,0.68,0.27,Personal,No,716.2170105,Employed,4230178,,,,Urban,26
CUST_04394,0.14,1.3,Business,Yes,673.3637251,Employed,4445480,1,7467676,60,Rural,63
CUST_04395,0.95,1.06,Home,No,741.9831932,Student,3536464,2,,,Suburban,47
CUST_04396,,1.1,Business,No,632.124123,Self-Employed,3888052,1,,,Suburban,47
CUST_04397,4.581376612,1.86,Auto,No,654.9664309,Unemployed,2088861,3,,,Rural,35
CUST_04398,0.17,0.16,Business,No,651.7899964,,,2,,,Urban,47
CUST_04399,0.25,1.57,Home,No,754.002803,Self-Employed,4582098,,953670,48,,
CUST_04400,0.21,0.2,Personal,No,747.1394257,Unemployed,6547538,0,11921539,24,Suburban,45
CUST_04401,0.21,0.17,Education,No,724.3652619,Self-Employed,2633922,3,424960,24,Rural,45
CUST_04402,,0.92,Auto,No,753.5964933,Self-Employed,4299317,3,1533508,24,Rural,41
CUST_04403,,0.22,,No,656.0358609,Retired,4542009,3,1440216,36,Suburban,43
CUST_04404,0.42,1.6,Education,No,717.429756,Student,5029053,2,1276872,48,Suburban,43
CUST_04405,0.99,1.11,Home,No,693.7412786,Employed,3929552,2,869425,60,Suburban,31
CUST_04406,0.72,0.16,Business,No,742.3441052,Student,3195251,2,1131871,48,Urban,14
CUST_04407,0.95,0.18,,No,694.2387884,Self-Employed,5369021,1,1477068,36,Rural,42
CUST_04408,0.23,1.26,Education,No,680.7528556,Unemployed,2132104,3,1673031,12,Suburban,33
CUST_04409,0.44,1.63,Education,No,727.0454259,Unemployed,5040341,3,955745,36,Urban,41
CUST_04410,0.6,0.93,Business,No,743.8084584,Employed,3564103,2,1590031,24,,
CUST_04411,0.17,1.15,Personal,Yes,666.5827403,,,1,1155360,12,Suburban,36
CUST_04412,0.1,1.62,Personal,No,696.9462164,Employed,6009864,1,4423153,12,Rural,48
CUST_04413,0.7,1.26,Home,No,647.0779683,Unemployed,3710515,1,1399131,48,Rural,27
CUST_04414,0.68,,Personal,No,575.0969491,Self-Employed,4106591,1,1402119,12,,
CUST_04415,0.47,1.26,Business,No,710.0229816,Employed,4041353,4,2204397,24,Suburban,48
CUST_04416,0.54,1.29,Personal,No,730.4452678,Employed,7401691,3,426703,24,Urban,53
CUST_04417,,1.49,Home,No,713.1033405,,,4,1887918,24,Rural,39
CUST_04418,0.12,1.28,Education,No,602.5219141,Self-Employed,4348536,1,2080478,36,Suburban,40
CUST_04419,0.4,1.94,Personal,No,682.4575285,,,,,,Suburban,33
CUST_04420,0.26,0.47,Business,Yes,589.082612,Self-Employed,6249319,3,1425027,36,Rural,45
CUST_04421,,1.91,Personal,No,768.4850554,,,,430770,60,Suburban,27
CUST_04422,0.96,1.12,Auto,No,645.6972709,Employed,5552700,4,519746,24,Rural,47
CUST_04423,0.64,1.38,Home,No,762.7701805,Employed,3620045,1,494016,48,Urban,22
CUST_04424,0.76,0.29,Education,No,747.2934822,Unemployed,3533642,0,779619,24,Rural,39
CUST_04425,0.38,0.82,Auto,No,654.9704824,Retired,5026646,1,1817036,12,Rural,32
CUST_04426,0.45,1.56,Business,No,,Retired,6076679,1,,,Rural,66
CUST_04427,0.31,1.44,Personal,Yes,717.5185108,Retired,4087750,,6769231,48,Rural,46
CUST_04428,0.19,0.18,Home,No,657.7837981,Student,4078952,5,,,Urban,45
CUST_04429,0.26,1.14,Personal,No,,Unemployed,5355824,3,1448433,36,Rural,30
CUST_04430,,0.27,Personal,Yes,675.8586205,Unemployed,4551720,2,1170632,36,Suburban,40
CUST_04431,0.71,1.99,Personal,No,610.9420793,Employed,5411600,1,1143491,24,,
CUST_04432,0.59,1.8,Personal,No,,Unemployed,2541460,2,1437394,24,Suburban,49
CUST_04433,0.53,0.14,Home,No,711.3342124,Employed,3271030,0,453761,12,Rural,49
CUST_04434,0.93,1.73,Auto,No,671.9221127,Employed,4488308,4,1361864,12,Suburban,52
CUST_04435,0.17,1.85,,No,672.3455092,Student,5127491,2,437991,48,Suburban,36
CUST_04436,0.35,0.77,Auto,No,734.793192,Unemployed,4403316,0,1411332,12,Suburban,40
CUST_04437,0.41,1.47,Home,No,758.6721138,Unemployed,13993219,,754138,60,,
CUST_04438,0.8,0.94,Business,No,686.3727639,Student,5320134,20,1408925,48,Rural,44
CUST_04439,0.99,4.262741924,Education,Yes,682.9700647,Student,3012900,1,1966519,36,Urban,39
CUST_04440,0.32,0.75,Auto,No,725.0071517,Unemployed,5319968,0,887519,12,Urban,40
CUST_04441,0.89,0.71,Home,No,632.1532215,Unemployed,5872997,2,1614267,12,Rural,43
CUST_04442,0.85,0.91,Home,No,711.1576527,Employed,4138131,2,1243506,12,,
CUST_04443,,0.38,Home,No,727.5942986,Self-Employed,3492889,1,1723163,24,Rural,35
CUST_04444,0.46,1.68,Business,Yes,734.0115104,Employed,5671556,2,1108963,24,Urban,53
CUST_04445,0.47,0.76,Personal,No,603.1623649,Retired,6705819,5,1651534,60,Suburban,41
CUST_04446,,0.86,Education,No,,Retired,4749011,1,1692702,60,Rural,50
CUST_04447,0.26,1.8,Business,No,656.0868374,Self-Employed,3465748,1,1372903,12,Urban,26
CUST_04448,0.82,1.04,Business,No,704.9943477,Student,4557696,2,-755549,24,Rural,29
CUST_04449,0.4,1.13,Auto,No,,Retired,3527002,2,1569032,12,Urban,21
CUST_04450,0.76,1.92,Education,No,774.8355204,Student,5456503,3,,,Rural,42
CUST_04451,0.48,1.78,,Yes,675.251726,Student,4502003,0,964875,48,Rural,16
CUST_04452,0.62,0.42,Business,No,675.1213751,Employed,3409723,0,448449,24,Urban,37
CUST_04453,0.85,,Education,No,1136.225401,Student,4813253,,300958,12,Suburban,33
CUST_04454,0.82,1.95,Auto,No,714.8288469,Self-Employed,3749027,2,,,Rural,37
CUST_04455,0.88,0.81,Personal,Yes,763.3825756,Employed,2927742,1,794974,12,Rural,40
CUST_04456,0.15,,Education,No,714.4364002,Self-Employed,5510287,2,443220,36,Rural,42
CUST_04457,0.72,0.47,Home,No,642.1441691,Student,4936757,,1072941,48,Suburban,22
CUST_04458,0.23,0.32,Business,No,,Retired,3980929,2,1380124,12,Rural,24
CUST_04459,0.47,1.51,Personal,Yes,622.4243875,Student,6148723,2,1413739,60,Urban,61
CUST_04460,0.59,1.56,Auto,No,733.1025917,Self-Employed,3635317,4,1290982,36,Rural,13
CUST_04461,0.46,1.94,Home,No,759.4298412,Unemployed,4023840,4,881211,60,Urban,104
CUST_04462,0.57,1.57,Personal,Yes,1188.702161,Unemployed,5031958,1,2412561,48,,
CUST_04463,1,5.400120987,Auto,No,742.1552666,Retired,5655952,1,,,Rural,39
CUST_04464,0.22,0.18,Home,No,758.1419289,Self-Employed,5051795,1,1327751,60,Suburban,60
CUST_04465,0.71,1.97,Business,Yes,670.9991834,Retired,3862903,2,663253,48,Suburban,57
CUST_04466,0.46,0.75,Auto,Yes,642.1792092,Employed,4269520,,1123405,60,Suburban,47
CUST_04467,0.22,0.69,Personal,No,742.5039666,Student,3761560,2,691722,48,Urban,37
CUST_04468,0.24,,Home,No,720.8840376,Employed,4151245,0,1655601,12,Rural,31
CUST_04469,0.95,1.21,Education,No,705.3722187,Unemployed,4245533,1,1160174,24,Urban,52
CUST_04470,0.89,0.51,Home,No,719.368574,Student,5083252,5,1991004,60,Rural,47
CUST_04471,0.92,1.79,Personal,Yes,716.1592741,Employed,3705950,2,1718266,36,Rural,35
CUST_04472,0.99,1.99,Personal,No,764.190843,Unemployed,5753726,3,444631,48,,
CUST_04473,0.29,0.26,Education,Yes,764.7492792,Employed,4533875,3,619678,60,Suburban,33
CUST_04474,0.42,1.74,Personal,No,727.2110176,Student,3501853,1,8327556,48,Rural,40
CUST_04475,0.7,0.84,Home,No,742.2901436,Employed,5048807,7,1857125,36,Urban,31
CUST_04476,,1.1,Auto,No,725.7031276,,,2,1018991,12,Urban,22
CUST_04477,0.48,1.84,Home,Yes,676.9415134,Employed,3992217,0,2188544,60,,
CUST_04478,0.42,1.95,,Yes,737.8282337,Retired,6328584,2,1203002,48,Rural,32
CUST_04479,0.63,0.6,Education,No,630.2752466,Employed,12527273,2,1139673,24,Urban,38
CUST_04480,0.62,0.5,Education,No,752.6945776,Employed,3999687,3,612457,60,Suburban,41
CUST_04481,0.25,0.25,,No,640.273853,Retired,5761113,5,641507,60,Urban,52
CUST_04482,0.52,1.17,Education,Yes,,Unemployed,5192314,3,1703824,12,,
CUST_04483,0.6,0.13,Education,No,,Student,5504228,4,230408,24,Urban,37
CUST_04484,0.61,0.88,Personal,No,727.6694492,Self-Employed,3863982,,1647882,48,Rural,37
CUST_04485,0.29,0.24,Auto,No,698.3037387,Unemployed,4838817,5,1449180,48,Rural,32
CUST_04486,0.77,0.87,Auto,No,620.2622021,Student,2838932,3,1538322,24,Rural,74
CUST_04487,0.12,0.18,Personal,Yes,721.0349816,Employed,2174019,1,461480,36,Suburban,35
CUST_04488,0.42,1.69,Education,No,671.1039612,Unemployed,3829288,,,,Suburban,36
CUST_04489,0.8,0.5,Home,No,744.057336,Employed,4623764,,953670,48,Rural,51
CUST_04490,0.61,0.72,Auto,Yes,700.0662844,Unemployed,7553249,1,599177,48,Suburban,34
CUST_04491,0.34,1.75,Personal,No,719.7710493,Unemployed,6121001,1,2213029,12,Rural,53
CUST_04492,0.73,1.52,Home,No,652.1215522,Self-Employed,9610819,1,1133116,24,Suburban,39
CUST_04493,0.61,0.52,Education,No,670.5333884,Retired,5655122,3,877808,60,Urban,54
CUST_04494,0.82,0.24,Personal,No,677.0680682,Unemployed,2889811,2,1847414,12,Suburban,42
CUST_04495,0.76,1.46,Auto,No,742.835124,Employed,6473668,4,1890076,36,Urban,40
CUST_04496,0.65,0.84,Home,No,783.8688544,Self-Employed,3935860,3,-42081,48,Suburban,30
CUST_04497,0.54,1.56,Home,No,,Unemployed,3849706,5,151143,12,Suburban,49
CUST_04498,0.22,0.95,Auto,No,753.8424072,Retired,5835149,3,984297,36,Suburban,41
CUST_04499,0.34,0.76,Home,No,591.5161291,Employed,3868879,4,451105,60,Suburban,49
CUST_04500,,0.96,Auto,Yes,640.2905299,Self-Employed,6741592,1,1199931,12,Suburban,50
CUST_04501,0.64,1.52,Personal,No,652.0610772,Student,3855184,1,,,Suburban,41
CUST_04502,0.56,1.81,Business,No,632.3745655,Retired,5669896,2,1590197,24,Rural,37
CUST_04503,0.36,0.19,Education,No,620.8205805,Student,4709337,4,1592106,12,Rural,38
CUST_04504,0.11,1.1,,No,720.6499456,Student,5410106,1,2311965,24,Rural,43
CUST_04505,0.55,0.16,Education,Yes,689.2966151,,,0,893246,36,Rural,36
CUST_04506,0.36,0.99,Education,No,718.9702699,Self-Employed,2282334,2,782773,12,Rural,42
CUST_04507,0.76,,Auto,No,1101.785451,Self-Employed,3396277,0,4531468,60,Urban,47
CUST_04508,0.12,0.79,Business,No,713.2808497,Student,4062186,6,1083897,48,Rural,50
CUST_04509,0.63,1.87,Education,No,732.8881588,Employed,4316083,3,1388507,48,Suburban,44
CUST_04510,0.95,1.3,Education,Yes,696.5233857,Self-Employed,3962337,1,612789,12,,
CUST_04511,0.26,1.87,Personal,No,640.6503306,Retired,1904933,2,1561562,12,Urban,45
CUST_04512,0.52,1.54,Business,No,752.890709,Self-Employed,3769777,3,620757,36,Rural,56
CUST_04513,0.18,0.3,Business,Yes,670.5443934,Self-Employed,4614219,0,1668798,36,Urban,24
CUST_04514,0.66,0.54,Education,No,979.8302776,Self-Employed,4262050,,1205990,12,Urban,9
CUST_04515,0.6,0.85,Business,No,691.1041062,Student,4098955,3,1962037,24,,
CUST_04516,0.47,0.42,Personal,No,654.359454,Employed,3992217,5,1532595,60,Rural,40
CUST_04517,0.57,1.04,,Yes,679.1284809,Self-Employed,4635218,1,758703,60,Rural,38
CUST_04518,0.91,1,,Yes,,,,6,1721918,36,Rural,17
CUST_04519,0.28,1.92,Home,No,717.417087,Retired,4259643,2,,,Urban,44
CUST_04520,0.12,0.92,Education,No,655.1084967,,,3,795389,36,Rural,46
CUST_04521,0.88,1.59,Education,Yes,675.6147314,Student,3010161,3,1182833,12,Suburban,35
CUST_04522,0.62,1.89,Auto,Yes,753.7166502,Unemployed,4339074,,2511165,12,Urban,31
CUST_04523,0.9,,Home,No,724.8200059,Retired,2092264,2,1129879,60,Suburban,26
CUST_04524,0.64,0.5,Home,No,803.753252,Retired,3719728,2,1491676,12,Urban,33
CUST_04525,0.83,1.04,Home,No,,Unemployed,4984399,2,,,,
CUST_04526,0.49,0.76,Auto,No,757.2146534,Student,5077857,0,1403613,24,Urban,40
CUST_04527,0.77,0.86,Business,No,630.6065725,Student,4581434,2,1268904,12,,
CUST_04528,0.92,0.79,Home,Yes,738.1930176,Retired,4844876,2,58764,60,Suburban,40
CUST_04529,0.61,1.67,Business,No,697.3446599,Student,5336734,4,1691208,48,Rural,35
CUST_04530,0.26,0.96,Personal,No,672.4509098,Unemployed,4695310,0,820538,60,Rural,68
CUST_04531,0.34,1.1,Auto,No,708.400767,Student,6029784,2,1599327,24,Suburban,32
CUST_04532,0.28,1.97,Business,Yes,1120.890865,,,,1486364,12,Urban,51
CUST_04533,0.32,0.21,Home,No,,Student,5591876,1,179944,12,Urban,51
CUST_04534,0.38,1.03,Home,No,656.0763099,Employed,1857623,2,2370646,12,Suburban,31
CUST_04535,0.6,1.57,Business,No,737.1229457,Unemployed,3784800,0,1468602,36,Rural,45
CUST_04536,0.63,0.39,Business,No,668.1206229,Unemployed,5474431,2,921881,36,Suburban,32
CUST_04537,0.48,1.26,Personal,No,710.8341559,Self-Employed,5337066,1,,,Urban,42
CUST_04538,0.65,0.55,Auto,Yes,684.8324966,Student,3357433,2,1289239,36,Rural,59
CUST_04539,0.17,1.75,Education,No,689.0566874,Unemployed,4505240,3,1000814,36,Rural,45
CUST_04540,0.18,0.72,Personal,No,,Student,3823893,0,926695,24,,
CUST_04541,0.25,0.73,Personal,Yes,,Employed,5620013,1,1524627,60,Urban,47
CUST_04542,0.57,1.24,Personal,No,797.2597537,Retired,4468720,4,1608706,60,Urban,29
CUST_04543,0.29,0.45,Home,No,608.9456965,Retired,3757991,2,760031,48,Suburban,33
CUST_04544,0.35,0.64,Business,No,670.1166158,Self-Employed,5040258,7,213227,24,Suburban,55
CUST_04545,,,Auto,No,718.5105945,Self-Employed,5285938,2,,,Suburban,55
CUST_04546,0.83,0.77,Home,No,,,,,1924521,48,Urban,50
CUST_04547,0.11,1.1,Personal,No,694.976214,Unemployed,5378400,0,1460219,60,Suburban,63
CUST_04548,0.68,1.24,Auto,No,697.1304648,Unemployed,6509192,1,1890076,60,Suburban,47
CUST_04549,0.7,1.18,Home,Yes,720.5275043,Employed,1974819,6,-27473,60,,
CUST_04550,0.82,1.34,Education,No,688.4465261,Self-Employed,6066553,2,853406,12,Rural,44
CUST_04551,0.94,0.68,Personal,No,769.6590629,Self-Employed,6347923,1,679272,60,Suburban,91
CUST_04552,0.12,0.34,Home,No,741.9674557,Retired,5124171,0,614947,24,Rural,42
CUST_04553,0.24,1.55,Home,No,743.6412176,Self-Employed,4175896,2,522153,48,Rural,35
CUST_04554,0.9,1.72,Personal,No,651.6921638,Self-Employed,2624460,,,,Rural,53
CUST_04555,0.51,0.59,Education,No,696.0305788,Employed,4617871,1,1376472,36,Rural,42
CUST_04556,0.61,0.87,Business,Yes,684.9767026,Unemployed,4063846,1,1538820,60,Urban,59
CUST_04557,0.7,,Education,No,649.7199312,Employed,2833122,,438157,36,Rural,32
CUST_04558,0.71,1.11,Personal,No,718.0082092,Student,3747450,5,2386333,36,,
CUST_04559,,1.35,Business,Yes,673.1177121,Retired,4515366,2,1788650,60,Urban,38
CUST_04560,1,0.18,Home,No,732.7701915,Retired,4900403,2,2122642,60,Urban,35
CUST_04561,0.75,1.47,Education,No,,Retired,3289290,,926114,36,Rural,28
CUST_04562,0.36,0.22,Education,No,785.9520306,Unemployed,1601817,1,728574,36,Suburban,50
CUST_04563,0.89,0.99,Business,No,655.1833671,Unemployed,4246695,3,1197192,12,,
CUST_04564,0.14,1.67,Home,No,710.9651169,Unemployed,3422090,2,1131539,12,Rural,37
CUST_04565,0.31,0.96,Education,No,739.5929655,Retired,4021765,0,1310404,60,Suburban,37
CUST_04566,0.91,0.38,Business,No,671.4679785,Retired,2016651,1,1407182,12,Suburban,28
CUST_04567,0.33,1.97,Education,Yes,742.6234322,Retired,4165604,2,1895305,36,Urban,57
CUST_04568,0.3,1.79,Home,No,638.5408201,Student,5028555,1,1501802,48,Urban,47
CUST_04569,0.22,,Home,No,,Student,4012967,1,1237281,60,Rural,4
CUST_04570,0.87,0.88,Auto,No,,Retired,4693650,6,1845505,60,Suburban,40
CUST_04571,0.55,0.45,Business,Yes,670.1794296,Unemployed,4198721,6,1699674,60,Urban,86
CUST_04572,0.71,1.89,Personal,No,,Unemployed,2110939,4,1567621,12,Rural,28
CUST_04573,0.32,1.11,Education,No,740.4459635,Student,4665845,2,,,Urban,47
CUST_04574,0.78,1.72,,No,670.7772354,Student,3588256,4,915407,36,Urban,39
CUST_04575,0.78,,Education,Yes,662.5321155,Retired,2915707,3,554938,36,Urban,42
CUST_04576,0.38,0.74,Education,No,688.9231701,,,0,269169,60,Urban,31
CUST_04577,0.47,,Personal,No,641.1518944,Unemployed,4900403,3,1229064,12,Rural,43
CUST_04578,0.29,1.09,Home,Yes,,Self-Employed,3802728,,1255956,48,Rural,58
CUST_04579,0.98,0.37,Auto,No,671.6802704,Unemployed,4371859,,708322,36,Suburban,42
CUST_04580,0.68,0.52,,No,741.5808393,,,,649558,12,Urban,53
CUST_04581,0.94,1.02,Education,No,710.4735042,Retired,2450160,30,1087881,36,Rural,20
CUST_04582,0.37,0.18,Personal,No,650.7732975,Self-Employed,3145119,4,,,Suburban,41
CUST_04583,0.8,0.98,Personal,No,699.7022645,Self-Employed,3204547,,1156771,12,Rural,42
CUST_04584,0.79,0.9,Business,No,739.200139,Retired,5184595,2,1546788,12,Suburban,59
CUST_04585,0.72,1.58,Business,No,690.5869332,Employed,6514006,2,837636,24,Urban,45
CUST_04586,0.97,0.77,Home,No,759.6556473,Retired,5301044,1,1316380,36,,
CUST_04587,0.45,1.97,Education,Yes,751.0757696,Student,4711495,2,1973242,12,Rural,54
CUST_04588,,0.44,Education,No,745.9457427,Self-Employed,3286136,6,2263908,60,Urban,38
CUST_04589,0.7,1.22,Business,No,677.0171614,,,3,923209,24,Suburban,43
CUST_04590,0.76,0.27,Auto,No,646.0078776,Unemployed,4113729,,1339205,36,Rural,34
CUST_04591,0.62,,Education,No,669.3206197,Unemployed,9917255,2,1273220,60,Urban,38
CUST_04592,0.29,1.99,Personal,No,709.812047,Unemployed,5464637,2,1514418,12,Urban,49
CUST_04593,0.55,1.66,,Yes,727.2893357,,,2,1357797,36,Urban,47
CUST_04594,0.38,1.16,Education,No,591.4214298,Employed,5484640,1,2347738,24,,
CUST_04595,0.48,1.02,Home,Yes,699.5943399,Student,7526191,,835395,12,Rural,26
CUST_04596,,1.69,Business,Yes,707.9044613,Unemployed,3620626,,,,Rural,37
CUST_04597,0.77,1.88,Personal,No,686.1227872,,,2,1942283,24,Rural,49
CUST_04598,0.31,1.98,Home,No,764.563692,Employed,3468570,4,2080644,36,Urban,39
CUST_04599,0.46,0.85,Business,No,721.0890037,Self-Employed,3461017,3,1962037,48,,
CUST_04600,0.34,1.98,Business,No,765.5095954,Self-Employed,6304514,0,1996897,60,Urban,46
CUST_04601,0.28,0.4,Education,No,689.201974,,,10,1301855,12,Rural,52
CUST_04602,0.81,0.58,Home,No,746.8738746,Retired,3883487,2,1007703,24,Rural,41
CUST_04603,0.92,0.27,Business,No,781.7533197,Retired,6134613,2,1387428,60,Rural,32
CUST_04604,0.43,0.62,Personal,No,765.5846725,Unemployed,5045819,1,1906427,24,Urban,53
CUST_04605,0.78,,Home,Yes,645.3929203,Employed,3300246,2,64657,12,Rural,30
CUST_04606,0.91,1.72,Education,No,687.3161961,Student,4464487,2,1138594,12,Suburban,19
CUST_04607,0.86,1.58,Auto,No,682.7417647,Employed,2450077,6,791903,12,Rural,53
CUST_04608,0.26,1.3,Business,Yes,,Student,4314755,3,580087,48,Rural,27
CUST_04609,0.96,1.08,,No,734.3176778,Retired,4660533,2,972345,48,Rural,68
CUST_04610,0.44,1.45,Business,No,658.0553663,Retired,4740545,1,1379792,36,Urban,40
CUST_04611,0.41,0.84,Education,No,,Student,6902446,20,1423616,12,Rural,22
CUST_04612,0.16,,Education,Yes,599.0036334,Employed,5490284,1,6527037,60,Urban,30
CUST_04613,0.54,1.39,Education,No,772.0972503,Self-Employed,3107603,1,1862354,36,Rural,38
CUST_04614,0.2,7.572563618,Education,Yes,674.381288,,,3,2291381,36,Suburban,27
CUST_04615,0.32,1.12,Home,No,702.793197,Unemployed,4483660,0,1106224,36,Rural,33
CUST_04616,0.39,1.78,Home,No,,Unemployed,6887672,,1644728,48,,
CUST_04617,0.83,0.58,,Yes,757.3013788,,,0,1689548,60,Suburban,48
CUST_04618,0.89,0.82,Home,No,558.1246779,Retired,4727265,0,549543,60,Urban,42
CUST_04619,0.37,1.58,Business,No,699.1694829,Employed,4897498,1,1785164,60,Suburban,34
CUST_04620,0.87,1.04,Home,No,,Student,3233099,,1226076,36,Suburban,85
CUST_04621,0.87,1.79,Home,Yes,677.3181806,Self-Employed,2667122,2,1349248,12,Suburban,34
CUST_04622,0.79,0.76,Home,No,786.3113273,Unemployed,4283049,,917814,24,,
CUST_04623,0.23,0.8,Personal,No,655.6335271,Employed,5395166,3,987036,48,,
CUST_04624,0.72,1.79,Education,Yes,,Employed,2930398,4,1578743,12,Suburban,47
CUST_04625,0.95,0.98,Personal,No,717.8126394,,,1,1408842,36,,
CUST_04626,0.71,1.08,Home,No,763.0759626,Retired,3731680,,,,Urban,43
CUST_04627,0.4,0.73,Home,Yes,666.6405458,Retired,2154597,3,1193042,24,Urban,25
CUST_04628,,0.63,Personal,No,663.351555,Self-Employed,4855251,1,1703409,12,,
CUST_04629,0.68,1.35,Business,No,754.8034954,,,1,1760098,60,Urban,29
CUST_04630,0.56,0.33,Education,No,721.2660654,,,40,744012,48,Urban,45
CUST_04631,0.21,,Business,No,,Retired,5540084,,591873,24,Rural,54
CUST_04632,0.38,1.58,Education,No,673.0347493,Retired,4441496,1,856145,60,,
CUST_04633,0.82,0.46,Auto,No,719.3191327,Employed,5063581,1,1732127,36,Urban,41
CUST_04634,,1.42,Education,No,741.8882111,,,0,1562309,24,Suburban,43
CUST_04635,0.22,1.25,Business,No,666.0384673,Student,1361366,2,1171794,60,Urban,23
CUST_04636,,0.45,Education,No,554.2872005,Self-Employed,2697749,1,1407846,12,Rural,36
CUST_04637,0.4,0.62,Auto,Yes,726.1611593,Retired,3643119,0,465879,36,Rural,16
CUST_04638,0.7,0.88,Auto,Yes,958.4759483,Unemployed,4630238,1,,,Suburban,49
CUST_04639,0.78,1.43,Home,No,898.6995901,Employed,14695067,7,1719677,12,Rural,45
CUST_04640,0.83,1.31,Auto,No,558.3837038,Student,5376906,2,1319451,48,Rural,28
CUST_04641,0.95,1.11,Personal,No,740.699043,Self-Employed,5404960,4,1012102,36,Urban,39
CUST_04642,,1.56,Business,No,706.4308725,Employed,4796570,2,1416644,60,Suburban,40
CUST_04643,0.87,1.54,Personal,Yes,688.717181,,,1,792318,24,Suburban,57
CUST_04644,0.22,1.27,Personal,No,769.4512181,Employed,6473585,2,1044721,24,,
CUST_04645,0.73,1.6,Business,No,731.8662342,Self-Employed,5076529,4,1335138,24,,
CUST_04646,0.77,0.74,Personal,No,780.8150021,Self-Employed,4523251,3,873907,36,Urban,35
CUST_04647,0.71,1.77,Personal,No,630.3632264,Retired,5135459,2,753391,24,Rural,49
CUST_04648,0.33,1.27,Personal,Yes,698.2724688,Unemployed,5580505,,,,Suburban,52
CUST_04649,0.89,1.66,Auto,No,,Retired,6494086,2,1109129,60,Rural,38
CUST_04650,0.25,1.14,Business,No,688.5308834,Employed,3201891,3,472851,36,Suburban,55
CUST_04651,0.15,0.52,Business,No,687.5692073,,,6,,,Suburban,41
CUST_04652,0.75,1.13,Business,No,731.3306819,Self-Employed,4823130,,1559653,36,Suburban,21
CUST_04653,0.53,0.81,Personal,No,702.2781941,Self-Employed,2765643,2,128982,36,Urban,39
CUST_04654,0.86,1.43,Auto,No,731.1703569,Self-Employed,4254746,1,1304760,24,Rural,20
CUST_04655,0.45,1,Business,No,735.1720067,,,1,761608,48,Rural,28
CUST_04656,0.25,1.69,Education,No,807.7464339,Student,4569316,1,1332399,36,Rural,36
CUST_04657,0.85,1.39,Business,No,684.2351672,Retired,4582928,0,,,Rural,38
CUST_04658,0.59,1.4,Home,No,652.948865,Retired,4066336,3,1245083,24,Urban,32
CUST_04659,0.27,0.51,Education,No,712.3041808,Retired,6438808,3,1622069,24,Urban,36
CUST_04660,0.75,1.97,Business,No,659.8859986,Retired,5092050,2,1376804,36,Rural,14
CUST_04661,0.56,1.7,Personal,No,,Self-Employed,3982340,,1068459,48,Rural,53
CUST_04662,0.64,1.6,Business,No,685.8390981,Unemployed,6407517,1,,,Urban,25
CUST_04663,0.51,0.73,Auto,No,671.7211816,Retired,4795574,0,1565297,24,Suburban,44
CUST_04664,0.85,1.12,Auto,No,676.4342139,Retired,4048325,5,1022228,12,Urban,49
CUST_04665,0.85,0.36,Business,Yes,735.9208712,Unemployed,5895822,,173885,48,Rural,41
CUST_04666,0.74,1.12,Personal,Yes,692.1126508,Retired,4736063,1,829834,12,Urban,47
CUST_04667,0.19,0.38,,No,667.916659,Unemployed,4003007,,1582229,36,Rural,37
CUST_04668,0.85,1.15,Personal,No,783.2675959,Self-Employed,4173157,0,1010857,24,Suburban,36
CUST_04669,0.7,1.33,Business,No,657.191508,Student,4103188,,1152538,60,Suburban,35
CUST_04670,0.73,0.84,Business,No,701.7783037,Retired,2285903,2,,,,
CUST_04671,0.43,3.126114588,Home,Yes,732.6153076,Student,7756931,2,1881527,12,Suburban,29
CUST_04672,0.89,1.76,Auto,No,618.4332445,Retired,3701219,1,948939,12,Rural,32
CUST_04673,0.75,0.31,Education,No,724.0130251,Employed,5397075,4,1823344,24,Suburban,52
CUST_04674,0.2,1.6,Education,No,647.2446162,Employed,4292511,,,,Suburban,40
CUST_04675,0.47,0.42,Auto,No,741.139139,Self-Employed,1156937,1,2084960,60,Suburban,70
CUST_04676,0.9,0.17,Home,No,651.8674494,Student,4380491,3,589134,60,Rural,44
CUST_04677,0.14,0.45,Auto,Yes,734.6384516,Student,4713736,4,1254545,36,Rural,52
CUST_04678,0.97,1.55,Home,Yes,755.2916533,Unemployed,3886392,2,2188793,60,,
CUST_04679,0.71,0.87,Home,No,743.0718263,Unemployed,6371412,0,1387345,48,Urban,44
CUST_04680,0.67,1.76,Personal,No,712.5658324,Retired,6796040,2,1165403,48,Suburban,42
CUST_04681,,1.1,Auto,No,688.4349529,Unemployed,4922481,,875650,12,,
CUST_04682,0.32,0.14,Education,Yes,671.1790212,Unemployed,5091967,0,1682493,24,Rural,45
CUST_04683,0.95,1.46,Business,No,773.5517345,Student,3130096,2,1448433,60,Suburban,35
CUST_04684,0.37,0.31,Business,No,665.025239,Employed,3125448,2,921051,48,Suburban,56
CUST_04685,0.8,1.6,Auto,No,648.1466963,Student,3750189,3,1822182,24,,
CUST_04686,0.45,0.42,Business,No,733.2684468,Unemployed,7055166,2,2252039,60,Suburban,61
CUST_04687,0.23,0.76,Home,Yes,660.1931598,Retired,3881993,1,1178600,36,,
